Gene,Max Cell Type
LOC286189,
LOC286190,
LOC286238,
LOC286297,
LOC286297,
LOC286359,
LOC286367,
LOC286370,
LOC286437,Human Oligodendrocytes
LOC286442,
LOC286467,Human mature astrocytes
LOC338579,
LOC338588,
LOC338651,Human Neurons
LOC338739,
LOC338758,Human Microglia/Macrophage
LOC338799,Human mature astrocytes
LOC338817,Human Neurons
LOC338963,
LOC339166,
LOC339240,
LOC339290,
LOC339298,
LOC339442,
LOC339505,Human Microglia/Macrophage
LOC339524,Human Neurons
LOC339529,Human Neurons
LOC339535,Human Endothelial
LOC339568,
LOC339593,
LOC339622,
LOC339666,
LOC339685,
LOC339788,
LOC339803,
LOC339807,
LOC339822,Human Neurons
LOC339862,
LOC339874,Human Neurons
LOC339894,
LOC339926,
LOC339975,
LOC340017,
LOC340037,
LOC340073,
LOC340074,Human mature astrocytes
LOC340094,
LOC340107,
LOC340113,
LOC340357,Human Microglia/Macrophage
LOC340508,
LOC340515,
LOC340544,
LOC341056,Human Endothelial
LOC344595,
LOC344887,
LOC344967,
LOC347411,
LOC348120,
LOC348761,
LOC349160,Human Neurons
LOC349196,Human Neurons
LOC349196,Human Neurons
LOC349196,Human Neurons
LOC374443,Human Microglia/Macrophage
LOC375010,Human Neurons
LOC375190,Human Oligodendrocytes
LOC375196,
LOC375295,
LOC386597,Human Neurons
LOC386758,Human Neurons
LOC387646,Human Microglia/Macrophage
LOC387647,
LOC387723,
LOC387895,
LOC388152,Human mature astrocytes
LOC388276,
LOC388387,Human Microglia/Macrophage
LOC388499,Human Endothelial
LOC388553,
LOC388588,
LOC388630,
LOC388692,Human Neurons
LOC388796,
LOC388813,Human Microglia/Macrophage
LOC388849,
LOC388906,
LOC388942,
LOC388946,
LOC388948,
LOC389023,Human Neurons
LOC389033,
LOC389043,
LOC389247,
LOC389332,
LOC389458,
LOC389493,Human Neurons
LOC389634,
LOC389641,Human Microglia/Macrophage
LOC389705,
LOC389765,
LOC389791,Human Neurons
LOC389831,
LOC389834,
LOC389906,Human Neurons
LOC390660,
LOC390660,
LOC390705,
LOC390705,
LOC390858,
LOC390940,Human mature astrocytes
LOC391322,
LOC392196,
LOC392232,Human Neurons
LOC392364,
LOC399708,
LOC399715,
LOC399744,
LOC399753,
LOC399815,
LOC399829,
LOC399939,
LOC399939,
LOC399940,
LOC399940,
LOC400027,
LOC400043,Human Microglia/Macrophage
LOC400084,
LOC400236,
LOC400238,Human Microglia/Macrophage
LOC400456,Human Neurons
LOC400548,
LOC400550,Human Endothelial
LOC400558,
LOC400604,
LOC400620,
LOC400643,
LOC400654,
LOC400655,
LOC400657,Human Oligodendrocytes
LOC400680,
LOC400684,
LOC400685,Human Endothelial
LOC400752,
LOC400794,
LOC400891,Human Neurons
LOC400927,
LOC400940,
LOC400958,
LOC401010,
LOC401052,Human mature astrocytes
LOC401074,
LOC401074,
LOC401093,Human Oligodendrocytes
LOC401109,
LOC401127,
LOC401134,Human Microglia/Macrophage
LOC401164,
LOC401177,
LOC401242,
LOC401242,
LOC401242,
LOC401242,
LOC401242,
LOC401242,
LOC401242,
LOC401242,
LOC401320,
LOC401321,
LOC401324,
LOC401397,
LOC401431,Human mature astrocytes
LOC401463,Human Neurons
LOC401497,Human Microglia/Macrophage
LOC401557,
LOC401588,Human Microglia/Macrophage
LOC401980,
LOC402160,
LOC402779,
LOC407835,Human Neurons
LOC415056,Human mature astrocytes
LOC439949,Human Oligodendrocytes
LOC439950,Human mature astrocytes
LOC439990,
LOC439994,Human Neurons
LOC440028,
LOC440040,Human Neurons
LOC440041,
LOC440117,
LOC440131,
LOC440173,
LOC440288,
LOC440297,
LOC440297,
LOC440297,
LOC440300,Human Neurons
LOC440335,
LOC440354,
LOC440354,Human Endothelial
LOC440356,
LOC440434,
LOC440461,
LOC440518,
LOC440563,
LOC440600,
LOC440700,
LOC440704,
LOC440894,Human Neurons
LOC440894,Human Neurons
LOC440895,
LOC440895,Human Neurons
LOC440896,Human Neurons
LOC440900,Human Microglia/Macrophage
LOC440905,Human Neurons
LOC440910,
LOC440925,Human Neurons
LOC440944,
LOC440970,
LOC441009,
LOC441025,
LOC441177,
LOC441204,
LOC441242,
LOC441454,
LOC441455,Human Neurons
LOC441461,
LOC441495,Human Neurons
LOC441601,Human Microglia/Macrophage
LOC441666,Human Neurons
LOC442028,
LOC442132,
LOC442421,
LOC442459,
LOC442497,
LOC493754,
LOC494127,
LOC494141,
LOC494558,Human Neurons
LOC503519,
LOC541471,Human Microglia/Macrophage
LOC541473,
LOC550112,
LOC550113,Human Oligodendrocytes
LOC550643,Human Neurons
LOC553103,
LOC554201,
LOC554206,
LOC554223,Human Neurons
LOC554223,Human Neurons
LOC554223,Human Neurons
LOC554223,Human Neurons
LOC554223,
LOC554223,
LOC554223,
LOC554223,Human Neurons
LOC572558,Human Microglia/Macrophage
LOC574538,
LOC595101,Human Endothelial
LOC606724,
LOC606724,Human Microglia/Macrophage
LOC613037,Human Endothelial
LOC613038,
LOC613038,
LOC619207,
LOC63930,
LOC641298,
LOC641364,
LOC641365,
LOC641367,Human Microglia/Macrophage
LOC641515,
LOC641518,Human Neurons
LOC641746,
LOC642236,
LOC642361,
LOC642366,
LOC642426,
LOC642826,
LOC642826,
LOC642846,Human Microglia/Macrophage
LOC642852,Human Neurons
LOC642929,
LOC643037,Human Neurons
LOC643201,Human Neurons
LOC643339,
LOC643387,
LOC643401,
LOC643406,
LOC643441,
LOC643486,
LOC643529,Human Microglia/Macrophage
LOC643542,
LOC643623,Human mature astrocytes
LOC643648,Human Microglia/Macrophage
LOC643648,Human Microglia/Macrophage
LOC643648,Human Microglia/Macrophage
LOC643650,
LOC643669,
LOC643714,
LOC643723,Human mature astrocytes
LOC643733,Human Endothelial
LOC643770,
LOC643802,
LOC643837,
LOC643923,
LOC643955,
LOC644100,
LOC644145,
LOC644172,
LOC644172,
LOC644189,Human Oligodendrocytes
LOC644242,Human Neurons
LOC644248,
LOC644554,
LOC644649,
LOC644656,Human Microglia/Macrophage
LOC644669,Human Neurons
LOC644714,Human Neurons
LOC644838,
LOC644936,
LOC644961,
LOC644990,
LOC645166,Human Neurons
LOC645206,Human mature astrocytes
LOC645212,
LOC645249,
LOC645355,
LOC645431,
LOC645434,Human mature astrocytes
LOC645513,Human Neurons
LOC645591,Human Oligodendrocytes
LOC645638,Human Endothelial
LOC645676,
LOC645752,
LOC645949,
LOC646168,
LOC646214,Human Neurons
LOC646268,
LOC646278,Human Microglia/Macrophage
LOC646324,
LOC646329,Human Microglia/Macrophage
LOC646471,
LOC646498,
LOC646508,
LOC646576,
LOC646626,
LOC646627,
LOC646719,
LOC646736,
LOC646743,
LOC646743,
LOC646762,Human Oligodendrocytes
LOC646813,
LOC646851,Human mature astrocytes
LOC646862,
LOC646903,
LOC646938,
LOC646999,
LOC647012,
LOC647107,
LOC647323,
LOC647589,
LOC647859,Human Endothelial
LOC647946,
LOC647979,
LOC648691,
LOC648740,
LOC648809,
LOC648987,
LOC649133,
LOC649330,
LOC649395,Human Endothelial
LOC650226,Human Microglia/Macrophage
LOC650293,
LOC650368,
LOC650623,
LOC652276,Human Microglia/Macrophage
LOC653061,Human Neurons
LOC653075,
LOC653160,
LOC653486,
LOC653501,Human Neurons
LOC653501,Human Neurons
LOC653513,
LOC653566,
LOC653653,Human Neurons
LOC653712,Human mature astrocytes
LOC653786,
LOC654342,
LOC654433,Human Neurons
LOC678655,
LOC723809,Human Oligodendrocytes
LOC727677,
LOC727710,
LOC727849,Human mature astrocytes
LOC727849,Human mature astrocytes
LOC727849,Human mature astrocytes
LOC727896,
LOC727915,
LOC727924,
LOC727982,
LOC728012,
LOC728024,
LOC728040,
LOC728066,Human Microglia/Macrophage
LOC728084,Human Neurons
LOC728175,
LOC728190,Human Oligodendrocytes
LOC728218,
LOC728228,
LOC728323,
LOC728342,
LOC728369,
LOC728377,Human Endothelial
LOC728392,Human Neurons
LOC728393,
LOC728393,
LOC728393,
LOC728405,
LOC728405,
LOC728405,
LOC728407,
LOC728431,
LOC728437,Human Neurons
LOC728463,
LOC728537,Human Microglia/Macrophage
LOC728554,Human Neurons
LOC728558,
LOC728606,Human Neurons
LOC728613,Human Neurons
LOC728640,
LOC728643,
LOC728716,
LOC728723,Human mature astrocytes
LOC728724,Human Microglia/Macrophage
LOC728730,Human Neurons
LOC728739,Human Neurons
LOC728743,
LOC728752,
LOC728758,Human Neurons
LOC728819,
LOC728855,
LOC728855,
LOC728875,Human Neurons
LOC728875,
LOC728978,
LOC728989,Human mature astrocytes
LOC729013,
LOC729020,
LOC729041,Human Neurons
LOC729059,
LOC729080,Human Neurons
LOC729121,
LOC729156,Human mature astrocytes
LOC729176,
LOC729177,Human Neurons
LOC729178,Human Endothelial
LOC729234,
LOC729264,
LOC729444,
LOC729506,
LOC729513,
LOC729603,Human Neurons
LOC729609,
LOC729668,
LOC729678,
LOC729683,
LOC729737,Human Microglia/Macrophage
LOC729739,Human mature astrocytes
LOC729799,Human Endothelial
LOC729852,
LOC729862,Human Endothelial
LOC729911,Human Neurons
LOC729950,
LOC729966,
LOC729970,
LOC729987,
LOC730091,
LOC730101,Human Neurons
LOC730102,
LOC730159,Human mature astrocytes
LOC730227,Human Microglia/Macrophage
LOC730441,
LOC730668,
LOC730755,
LOC730811,Human Neurons
LOC731223,
LOC731275,Human mature astrocytes
LOC731424,Human Microglia/Macrophage
LOC731779,
LOC731789,
LOC732275,
LOC79015,
LOC80054,Human mature astrocytes
LOC81691,Human Neurons
LOC84856,Human mature astrocytes
LOC84931,
LOC84989,
LOC90246,Human Endothelial
LOC90499,
LOC90784,
LOC90834,
LOC91149,Human Neurons
LOC91450,
LOC91948,Human mature astrocytes
LOC92249,
LOC93432,
LOC93622,Human Neurons
LOC96610,Human Neurons
LOH12CR1,
LOH12CR2,Human mature astrocytes
LONP1,Human mature astrocytes
LONP2,
LONRF1,Human Microglia/Macrophage
LONRF2,Human Neurons
LONRF3,
LOR,
LOX,Human Neurons
LOXHD1,Human Neurons
LOXL1,
LOXL2,
LOXL3,Human Microglia/Macrophage
LOXL4,Human mature astrocytes
LPA,
LPAL2,Human Neurons
LPAR1,Human Oligodendrocytes
LPAR2,Human Microglia/Macrophage
LPAR3,Human mature astrocytes
LPAR4,Human mature astrocytes
LPAR5,Human Microglia/Macrophage
LPAR6,Human Microglia/Macrophage
LPCAT1,Human Microglia/Macrophage
LPCAT2,Human Microglia/Macrophage
LPCAT3,
LPCAT4,
LPGAT1,Human Oligodendrocytes
LPHN1,Human mature astrocytes
LPHN2,Human Neurons
LPHN3,
LPIN1,Human mature astrocytes
LPIN2,
LPIN3,Human mature astrocytes
LPL,Human Microglia/Macrophage
LPO,
LPP,
LPP-AS2,Human mature astrocytes
LPPR1,Human Oligodendrocytes
LPPR2,Human Neurons
LPPR3,
LPPR4,Human Neurons
LPPR5,Human Neurons
LPXN,Human Microglia/Macrophage
LRAT,Human mature astrocytes
LRBA,Human Microglia/Macrophage
LRCH1,Human Microglia/Macrophage
LRCH2,Human Neurons
LRCH3,
LRCH4,
LRFN1,
LRFN2,
LRFN3,
LRFN4,
LRFN5,Human Neurons
LRG1,Human Endothelial
LRGUK,
LRIF1,Human Neurons
LRIG1,Human mature astrocytes
LRIG2,
LRIG3,
LRIT1,
LRIT2,Human Neurons
LRIT3,
LRMP,Human Microglia/Macrophage
LRP1,Human mature astrocytes
LRP10,
LRP11,Human Neurons
LRP12,Human Neurons
LRP1B,
LRP2,Human Oligodendrocytes
LRP2BP,Human Neurons
LRP3,Human mature astrocytes
LRP4,Human mature astrocytes
LRP5,
LRP5L,Human mature astrocytes
LRP8,
LRPAP1,
LRPPRC,Human Neurons
LRR1,Human Microglia/Macrophage
LRRC1,
LRRC10,
LRRC10B,Human Endothelial
LRRC14,Human mature astrocytes
LRRC14B,
LRRC15,
LRRC16A,Human mature astrocytes
LRRC16B,
LRRC17,Human Endothelial
LRRC18,Human Microglia/Macrophage
LRRC19,Human mature astrocytes
LRRC2,Human Neurons
LRRC20,
LRRC23,
LRRC24,
LRRC25,Human Microglia/Macrophage
LRRC26,
LRRC27,
LRRC28,Human Neurons
LRRC29,
LRRC3,
LRRC30,
LRRC31,
LRRC32,Human Endothelial
LRRC33,Human Microglia/Macrophage
LRRC34,Human mature astrocytes
LRRC36,
LRRC37A,Human Neurons
LRRC37A,
LRRC37A2,Human Neurons
LRRC37A2,Human Neurons
LRRC37A3,Human Neurons
LRRC37A4,Human Neurons
LRRC37A4,Human Microglia/Macrophage
LRRC37A4,
LRRC37B,
LRRC37BP1,
LRRC38,
LRRC39,Human Neurons
LRRC3B,Human mature astrocytes
LRRC3C,
LRRC4,
LRRC40,Human Neurons
LRRC41,
LRRC42,
LRRC43,
LRRC45,
LRRC46,Human Neurons
LRRC47,Human Neurons
LRRC48,
LRRC49,Human Neurons
LRRC4B,
LRRC4C,Human Neurons
LRRC52,Human mature astrocytes
LRRC55,Human Neurons
LRRC56,
LRRC57,
LRRC58,
LRRC59,Human Microglia/Macrophage
LRRC6,
LRRC61,
LRRC66,Human Neurons
LRRC69,Human Endothelial
LRRC7,Human Neurons
LRRC70,Human Endothelial
LRRC71,
LRRC72,
LRRC73,
LRRC8A,Human mature astrocytes
LRRC8B,Human Neurons
LRRC8C,
LRRC8D,Human Oligodendrocytes
LRRC8E,
LRRCC1,Human Oligodendrocytes
LRRD1,Human Neurons
LRRFIP1,Human Microglia/Macrophage
LRRFIP2,
LRRIQ1,
LRRIQ3,
LRRIQ4,
LRRK1,Human Microglia/Macrophage
LRRK2,Human Microglia/Macrophage
LRRN1,Human Oligodendrocytes
LRRN2,Human mature astrocytes
LRRN3,
LRRN4,
LRRN4CL,Human Neurons
LRRTM1,Human Neurons
LRRTM2,Human Neurons
LRRTM3,Human Neurons
LRRTM4,Human Neurons
LRSAM1,
LRTM1,Human Neurons
LRTM2,Human Neurons
LRTOMT,Human mature astrocytes
LRWD1,Human Neurons
LSAMP,
LSAMP-AS3,
LSG1,
LSM1,
LSM10,
LSM11,Human Neurons
LSM12,Human Neurons
LSM14A,
LSM14B,Human Neurons
LSM2,Human Oligodendrocytes
LSM2,Human Oligodendrocytes
LSM2,Human Oligodendrocytes
LSM2,Human Oligodendrocytes
LSM2,Human Oligodendrocytes
LSM2,Human Oligodendrocytes
LSM3,
LSM4,
LSM5,
LSM6,
LSM7,
LSMD1,Human Oligodendrocytes
LSP1,Human Microglia/Macrophage
LSR,Human Endothelial
LSS,
LST1,Human Microglia/Macrophage
LST1,Human Microglia/Macrophage
LST1,Human Microglia/Macrophage
LST1,Human Microglia/Macrophage
LST1,Human Microglia/Macrophage
LST1,Human Microglia/Macrophage
LST1,Human Microglia/Macrophage
LST1,Human Microglia/Macrophage
LTA,
LTA,
LTA,
LTA,
LTA,
LTA,
LTA,
LTA4H,
LTB,
LTB,
LTB,
LTB,
LTB,
LTB,
LTB,
LTB,
LTB4R,Human Microglia/Macrophage
LTB4R2,Human Neurons
LTBP1,Human mature astrocytes
LTBP2,Human Microglia/Macrophage
LTBP3,Human mature astrocytes
LTBP4,
LTBR,
LTC4S,
LTF,Human Endothelial
LTK,
LTN1,
LTV1,
LUC7L,
LUC7L2,
LUC7L3,
LUM,Human Endothelial
LURAP1,
LURAP1L,Human Neurons
LUST,
LUZP1,Human Microglia/Macrophage
LUZP2,
LUZP4,
LXN,Human Endothelial
LY6D,
LY6E,Human Endothelial
LY6G5B,
LY6G5B,
LY6G5B,
LY6G5B,
LY6G5B,
LY6G5B,
LY6G5B,
LY6G5C,Human Neurons
LY6G5C,Human Neurons
LY6G5C,Human Neurons
LY6G5C,Human Neurons
LY6G5C,Human Neurons
LY6G5C,
LY6G5C,
LY6G6C,
LY6G6C,Human Microglia/Macrophage
LY6G6C,
LY6G6C,
LY6G6C,
LY6G6C,
LY6G6C,
LY6G6D,
LY6G6D,
LY6G6D,
LY6G6D,
LY6G6D,
LY6G6D,
LY6G6D,
LY6G6E,
LY6G6E,
LY6G6E,
LY6G6E,
LY6G6E,
LY6G6E,
LY6G6E,
LY6G6F,
LY6G6F,
LY6G6F,
LY6G6F,
LY6G6F,
LY6G6F,
LY6G6F,
LY6H,
LY6K,
LY75,Human Microglia/Macrophage
LY75-CD302,
LY86,Human Microglia/Macrophage
LY86-AS1,Human Neurons
LY9,
LY96,Human Microglia/Macrophage
LYAR,Human Microglia/Macrophage
LYG1,Human Neurons
LYG2,
LYL1,
LYN,Human Microglia/Macrophage
LYNX1,Human mature astrocytes
LYPD1,Human mature astrocytes
LYPD2,
LYPD3,Human Neurons
LYPD4,
LYPD5,Human Neurons
LYPD6,Human Neurons
LYPD6B,Human Neurons
LYPLA1,
LYPLA2,
LYPLAL1,
LYRM1,Human Neurons
LYRM2,
LYRM4,
LYRM5,
LYRM7,Human Neurons
LYSMD1,
LYSMD2,Human Neurons
LYSMD3,Human Microglia/Macrophage
LYSMD4,Human Neurons
LYST,Human Microglia/Macrophage
LYVE1,Human Microglia/Macrophage
LYZ,Human Microglia/Macrophage
LYZL1,
LYZL2,
LYZL4,Human Neurons
LYZL6,
LZIC,
LZTFL1,Human Neurons
LZTR1,Human mature astrocytes
LZTS1,Human Endothelial
LZTS2,
M1,Human mature astrocytes
M6PR,Human Microglia/Macrophage
MAB21L1,
MAB21L2,
MAB21L3,
MACC1,
MACF1,Human mature astrocytes
MACROD1,
MACROD2,Human Neurons
MACROD2-AS1,
MAD1L1,
MAD2L1,Human Neurons
MAD2L1BP,
MAD2L2,
MADCAM1,Human Neurons
MADD,Human Neurons
MAEA,
MAEL,
MAF,Human Microglia/Macrophage
MAF1,
MAFA,
MAFB,Human Microglia/Macrophage
MAFF,Human Microglia/Macrophage
MAFG,
MAFG-AS1,
MAFIP,
MAFK,Human Endothelial
MAG,Human Oligodendrocytes
MAGEA1,
MAGEA10,
MAGEA10-MAGEA5,
MAGEA11,
MAGEA12,Human Endothelial
MAGEA2,
MAGEA2,
MAGEA2B,
MAGEA2B,
MAGEA3,
MAGEA4,
MAGEA5,
MAGEA6,
MAGEA8,
MAGEA9,
MAGEA9,
MAGEA9B,
MAGEA9B,
MAGEB1,
MAGEB10,
MAGEB16,
MAGEB18,
MAGEB2,
MAGEB3,
MAGEB4,
MAGEB6,
MAGEC1,
MAGEC2,
MAGEC3,Human Oligodendrocytes
MAGED1,Human Neurons
MAGED2,Human Neurons
MAGED4,Human Neurons
MAGED4,Human Neurons
MAGED4B,
MAGED4B,
MAGEE1,Human Neurons
MAGEE2,Human Neurons
MAGEF1,Human Neurons
MAGEH1,
MAGEL2,Human Neurons
MAGI1,Human Neurons
MAGI2,
MAGI2-AS3,
MAGI3,Human Neurons
MAGIX,
MAGOH,
MAGOHB,
MAGT1,Human Microglia/Macrophage
MAK,
MAK16,
MAL,Human Oligodendrocytes
MAL2,Human Neurons
MALAT1,
MALL,Human Endothelial
MALSU1,
MALT1,Human Microglia/Macrophage
MAMDC2,Human Microglia/Macrophage
MAMDC4,
MAML1,
MAML2,Human Microglia/Macrophage
MAML3,Human Microglia/Macrophage
MAMLD1,
MAMSTR,Human mature astrocytes
MAN1A1,Human Microglia/Macrophage
MAN1A2,
MAN1B1,Human mature astrocytes
MAN1C1,Human Neurons
MAN2A1,Human Oligodendrocytes
MAN2A2,Human Oligodendrocytes
MAN2B1,Human Microglia/Macrophage
MAN2B2,
MAN2C1,
MANBA,Human Microglia/Macrophage
MANBAL,
MANEA,
MANEAL,Human Neurons
MANSC1,Human Neurons
MANSC4,Human Neurons
MAOA,Human mature astrocytes
MAOB,Human mature astrocytes
MAP1A,
MAP1B,Human Neurons
MAP1LC3A,Human Neurons
MAP1LC3B,Human Neurons
MAP1LC3B2,Human Neurons
MAP1LC3C,Human Neurons
MAP1S,
MAP2,Human Neurons
MAP2K1,
MAP2K2,
MAP2K3,Human Microglia/Macrophage
MAP2K4,Human Neurons
MAP2K5,
MAP2K6,
MAP2K7,
MAP3K1,Human Microglia/Macrophage
MAP3K10,
MAP3K11,Human Endothelial
MAP3K12,Human mature astrocytes
MAP3K13,
MAP3K14,Human Microglia/Macrophage
MAP3K15,
MAP3K2,Human Microglia/Macrophage
MAP3K3,
MAP3K4,
MAP3K5,
MAP3K6,Human Endothelial
MAP3K7,
MAP3K8,Human Microglia/Macrophage
MAP3K9,Human Neurons
MAP4,Human Oligodendrocytes
MAP4K1,Human Microglia/Macrophage
MAP4K2,Human Endothelial
MAP4K3,Human Microglia/Macrophage
MAP4K4,Human Oligodendrocytes
MAP4K5,Human Oligodendrocytes
MAP6,Human Neurons
MAP6D1,Human Oligodendrocytes
MAP7,Human Oligodendrocytes
MAP7D1,
MAP7D2,Human Neurons
MAP7D3,Human Microglia/Macrophage
MAP9,Human Neurons
MAPK1,
MAPK10,Human Neurons
MAPK11,
MAPK12,Human mature astrocytes
MAPK13,Human Neurons
MAPK14,
MAPK15,
MAPK1IP1L,
MAPK3,Human Endothelial
MAPK4,Human mature astrocytes
MAPK6,Human Neurons
MAPK7,
MAPK8,Human Neurons
MAPK8IP1,
MAPK8IP2,
MAPK8IP3,Human mature astrocytes
MAPK9,Human Neurons
MAPKAP1,
MAPKAPK2,Human Microglia/Macrophage
MAPKAPK3,
MAPKAPK5,
MAPKBP1,Human Endothelial
MAPRE1,Human Microglia/Macrophage
MAPRE2,Human Neurons
MAPRE3,Human Neurons
MAPT,Human Neurons
MAPT,Human Neurons
MAPT-AS1,Human Neurons
MAPT-AS1,Human Neurons
MAPT-IT1,
MAPT-IT1,Human Neurons
MARCKS,Human Microglia/Macrophage
MARCKSL1,Human Oligodendrocytes
MARCO,Human Microglia/Macrophage
MARK1,Human Neurons
MARK2,
MARK2P9,
MARK3,
MARK4,
MARS,
MARS2,Human mature astrocytes
MARVELD1,
MARVELD2,Human Endothelial
MARVELD3,
MAS1,Human Neurons
MAS1L,
MAS1L,
MAS1L,
MAS1L,
MAS1L,
MAS1L,
MAS1L,
MAS1L,
MASP1,Human mature astrocytes
MASP2,
MAST1,
MAST2,
MAST3,
MAST4,
MASTL,Human Microglia/Macrophage
MAT1A,
MAT2A,Human Microglia/Macrophage
MAT2B,Human Neurons
MATK,
MATL2963,
MATN1,
MATN2,
MATN3,Human Endothelial
MATN4,
MATR3,Human Neurons
MAU2,
MAVS,Human mature astrocytes
MAX,
MAZ,
MB,
MB21D1,Human Microglia/Macrophage
MB21D2,Human Microglia/Macrophage
MBD1,
MBD2,
MBD3,
MBD3L1,
MBD3L2,
MBD3L3,
MBD3L4,
MBD3L5,
MBD4,Human Microglia/Macrophage
MBD5,
MBD6,Human Microglia/Macrophage
MBIP,
MBL1P,Human mature astrocytes
MBL2,
MBLAC1,Human Neurons
MBLAC2,Human Neurons
MBNL1,Human Microglia/Macrophage
MBNL2,Human Oligodendrocytes
MBNL3,
MBOAT1,
MBOAT2,
MBOAT4,
MBOAT7,
MBP,Human Oligodendrocytes
MBTD1,
MBTPS1,
MBTPS2,Human Neurons
MC1R,
MC2R,
MC3R,
MC4R,Human Neurons
MC5R,Human Neurons
MCAM,Human Oligodendrocytes
MCART1,Human Neurons
MCART2,
MCART3P,
MCART6,Human mature astrocytes
MCAT,
MCC,Human mature astrocytes
MCCC1,Human mature astrocytes
MCCC2,Human mature astrocytes
MCCD1,
MCCD1,
MCCD1,
MCCD1,
MCCD1,
MCCD1,
MCCD1,
MCCD1,
MCEE,
MCF2,Human Neurons
MCF2L,
MCF2L-AS1,
MCF2L2,Human Endothelial
MCFD2,
MCHR1,Human Neurons
MCHR2,Human Neurons
MCL1,Human Microglia/Macrophage
MCM10,
MCM2,Human Neurons
MCM3,
MCM3AP,
MCM3AP-AS1,
MCM4,Human Neurons
MCM5,Human Microglia/Macrophage
MCM6,
MCM7,Human Oligodendrocytes
MCM8,
MCM9,Human Microglia/Macrophage
MCMBP,Human Microglia/Macrophage
MCOLN1,
MCOLN2,
MCOLN3,Human Neurons
MCPH1,Human Neurons
MCRS1,
MCTP1,Human Neurons
MCTP2,
MCTS1,Human Neurons
MCU,Human Neurons
MDC1,
MDC1,
MDC1,
MDC1,
MDC1,
MDC1,
MDC1,
MDC1,
MDFI,
MDFIC,Human mature astrocytes
MDGA1,Human mature astrocytes
MDGA2,Human Neurons
MDH1,Human Neurons
MDH1B,Human mature astrocytes
MDH2,Human Neurons
MDK,
MDM1,
MDM2,Human Microglia/Macrophage
MDM4,
MDN1,
MDP1,
MDS2,
ME1,Human mature astrocytes
ME2,
ME3,Human Neurons
MEA1,Human Neurons
MEAF6,Human Neurons
MECOM,Human Endothelial
MECP2,
MECR,
MED1,
MED10,Human Neurons
MED11,Human mature astrocytes
MED12,Human mature astrocytes
MED12L,Human mature astrocytes
MED13,
MED13L,Human Microglia/Macrophage
MED14,
MED15,
MED16,
MED17,
MED18,Human Microglia/Macrophage
MED19,Human Neurons
MED20,
MED21,Human Neurons
MED22,Human mature astrocytes
MED23,
MED24,Human mature astrocytes
MED25,Human mature astrocytes
MED26,Human Microglia/Macrophage
MED27,Human Neurons
MED28,
MED29,Human mature astrocytes
MED30,
MED31,Human Neurons
MED4,Human Neurons
MED6,
MED7,
MED8,
MED9,
MEF2A,Human Microglia/Macrophage
